abstract,author,citation_key,doi,entry_type,issn,journal,keywords,note,number,pages,title,url,volume,year
"Animal welfare monitoring is a key part of veterinary surveillance in every poultry slaughterhouse. Among the animal welfare indicators routinely inspected, the prevalence of wing fractures and soft tissues injuries (e.g. bruises) is particularly relevant, because it is related to acute pain and suffering in injured birds. According to current practice, assessment corresponds to visual examination by animal welfare officers. However, taking into consideration the speed of the production line and limitations associated with human inspection (e.g. different visual perception, subjectivism and fatigue), new more objective and automated techniques are desirable. Therefore, the aim of this study was to assess the applicability of three deep learning classification models to detect fractures and/or bruises based on computed tomography (CT) scans and photographs of the wings. Namely, 1. Model_CT (two categories: 1.BROKEN and 2.NON_BROKEN) detecting fractures based on CT scans, 2.Model_Photo_Fractures (1.FRACTURES and 2.NO_FRACTURES) detecting fractures based on photographs and 3.Model_Photo_Bruises (1.BRUISES and 2.NO_BRUISES) detecting bruises based on photographs. To train, validate and test these models 306 CT scans and 285 photographs were collected. The 3D ResNet34 and 2D EfficientNetV2_s architectures were used for the CT and Photo_Models, respectively. The models reached an accuracy of 98 % (Model_CT), 96 % (Model_Photo_Fractures) and 82 % (Model_Photo_Bruises). All in all, applying deep learning to the combination of CT scanning and photography can help to objectively recognize wing fractures and bruises. Consequently, it might lead to more accurate and objective animal welfare monitoring and ultimately to raised animal welfare standards.",Kacper Libera and Dirk Schut and Effrosyni Kritsi and Louis {van Steijn} and Timothy Dallman and Len Lipman,LIBERA2025105264,https://doi.org/10.1016/j.psj.2025.105264,article,0032-5791,Poultry Science,"Food inspection, Animal welfare monitoring, X-ray inspection, Artificial intelligence, CT",,8,105264,"Detecting wing fractures in chickens using deep learning, photographs and computed tomography scanning",https://www.sciencedirect.com/science/article/pii/S0032579125005061,104,2025
"Oyster mushroom cultivation is gaining popularity in Nepal because of its high nutritional value, low investment requirements, and favorable climatic conditions. However, frequent disease outbreaks significantly impact yield and farmer income. This study presents OysterMushNet, an end-to-end mobile application tailored for real-time disease classification, remedy recommendations, and agronomist support. A self-collected dataset of 8884 images from multiple farms was used to train and validate an ensemble deep-learning model that combined EfficientNetB0, DenseNet201, and ResNet50V2. The ensemble model achieved 98.8 % accuracy and a mean F1-score of 0.98, outperforming individual models. To enhance real-world usability, the model was optimized for mobile device deployment using quantization techniques. This technique significantly reduces the model memory footprint as well as the inference time. The application features bilingual support (English/Nepali) and real-time farmer-agronomist communication. Field testing with 50 farmers and 10 agronomists over six months demonstrated the application's high usability, with 94 % of users finding bi-directional communication essential and 90 % validating remedy recommendations. Additionally, farmers reported a 20–30 % reduction in crop loss due to early disease detection and expert intervention. These findings highlight the potential of OysterMushNet as a scalable AI-driven solution for precision agriculture in regions with limited access to agronomists. Future works aim to expand the dataset, improve model interpretability, and integrate additional features, such as market price tracking and video upload, to enhance the application's usability and overall impact.",Deepesh Prakash Guragain and Bijaya Shrestha and Iswor Bajracharya and Neelesh Sharma and Dipesh Ghimire and Showkat Ahmad Bhat,GURAGAIN2026101735,https://doi.org/10.1016/j.atech.2025.101735,article,2772-3755,Smart Agricultural Technology,"Oyster mushroom, Deep-learning, Ensemble model, Mobile application, Precision agriculture, Transfer learning",,,101735,OysterMushNet: A deep learning-based mobile application for real-time mushroom disease detection and agronomist support,https://www.sciencedirect.com/science/article/pii/S2772375525009669,13,2026
"Accurate and timely classification of rice paddy ripeness is critical for optimizing harvest decisions, improving grain quality, and strengthening global food security. Traditional manual assessments remain subjective, labor-intensive, and poorly scalable, underscoring the need for automated solutions. This study presents a rigorous comparative evaluation of five fine-tuned deep learning architectures for real-time rice maturity assessment: YOLOv11 enhanced with an Attention-Guided Multi-Scale Feature Fusion (AGMS-FF) module, baseline YOLOv11, ResNet18, EfficientNet-B0, and MobileNetV3. Two publicly available datasets were utilized: one augmented to simulate diverse field conditions and another comprising raw, uncontrolled imagery to assess real-world generalizability. To ensure robustness and mitigate overfitting, we employed 5-fold cross-validation alongside a held-out test evaluation. Models were assessed across Accuracy, Precision, Recall, F1-score, ROC-AUC, and PR-AUC metrics. The AGMS-FF YOLOv11 achieved superior performance, with up to 99.6 % cross-validation accuracy (±0.21), ROC-AUC = 0.9877 and PR-AUC = 0.9526 on the augmented dataset, and 98.0 % test accuracy with perfect ROC-AUC and PR-AUC (1.000) on the raw dataset. Statistical validation confirmed the significance of these results through ANOVA (Dataset 1: F(4,20) = 158.4, p < 0.001; Dataset 2: F(4,20) = 92.7, p < 0.001) and McNemar’s paired tests (p < 0.05). These findings provide robust comparative benchmarks across lightweight and state-of-the-art models, reinforcing the viability of deep learning-based computer vision systems for sustainable rice farming and their potential for scalable field deployment.",Entesar Hamed I. Eliwa and Tarek {Abd El-Hafeez},ELIWA2025100785,https://doi.org/10.1016/j.eij.2025.100785,article,1110-8665,Egyptian Informatics Journal,"Rice classification, Deep learning, Lightweight models, Agricultural automation, Computer vision",,,100785,Deep learning for sustainable agriculture: automating rice and paddy ripeness classification for enhanced food security,https://www.sciencedirect.com/science/article/pii/S1110866525001781,32,2025
"The integration of agri-technology with the Internet of Agricultural Things (IoAT) is revolutionizing the field of smart agriculture, particularly in diagnosing and treating Oryza sativa (rice) diseases. Given that rice serves as a staple food for over half of the global population, ensuring its healthy cultivation is crucial, particularly with the growing global population. Accurate and timely identification of rice diseases, such as Brown Leaf Spot (BS), Bacterial Leaf Blight (BLB), and Leaf Blast (LB), is therefore essential to maintaining and enhancing rice production. In response to this critical need, the research introduces a timely detection system that leverages the power of Digital Twin (DT)-enabled Fog computing, integrated with Edge and Cloud Computing (CC), and supported by sensors and advanced technologies. At the heart of this system lies a sophisticated deep-learning model built on the robust AlexNet neural network architecture. This model is further refined by including Quaternion convolution layers, which enhance colour information processing, and Atrous convolution layers, which improve depth perception, particularly in extracting disease patterns. To boost the model's predictive accuracy, the Chaotic Honey Badger Algorithm (CHBA) is employed to optimize the CNN hyperparameters, resulting in an impressive average accuracy of 93.5 %. This performance significantly surpasses that of other models, including AlexNet, AlexNet-Atrous, QAlexNet, and QAlexNet-Atrous, which achieved respective accuracies of 75 %, 84 %, 89 %, and 91 %. Moreover, the CHBA optimization algorithm outperforms other techniques like CSO, BSO, PSO, and CJAYA and demonstrates optimal results with an 80–20 % training-testing parameter split. Service latency analysis further reveals that the Fog-Edge-assisted environment is more efficient than the Cloud-assisted model for latency reduction. Additionally, the DT-enabled QAlexNet-Atrous-CHBA model proves to be far superior to its non-DT counterpart, showing substantial improvements in 18.7 % in Accuracy, 17 % in recall, 19 % in Fβ-measure, 17.3 % in specificity, and 13.4 % in precision, respectively. These enhancements are supported by convergence analysis and the Quade rank test, establishing the model's effectiveness and potential to significantly improve rice disease diagnosis and management. This advancement promises to contribute significantly to the sustainability and productivity of global rice cultivation.",Goluguri N.V. Rajareddy and Kaushik Mishra and Satish Kumar Satti and Gurpreet Singh Chhabra and Kshira Sagar Sahoo and Amir H. Gandomi,RAJAREDDY2025103063,https://doi.org/10.1016/j.ecoinf.2025.103063,article,1574-9541,Ecological Informatics,"Smart agriculture, Agrotechnology, Internet of agricultural things (IoAT), Timely detection, , Quaternion convolution, Digital twin, Edge computing",,,103063,A digital twin-enabled fog-edge-assisted IoAT framework for Oryza Sativa disease identification and classification,https://www.sciencedirect.com/science/article/pii/S157495412500072X,87,2025
"Magnetic Resonance Imaging (MRI) is widely used for brain disease diagnosis due to its superior tissue contrast, but low-field MRI scanners often generate low-resolution images that hinder accurate interpretation. Extending scan time or upgrading to high-field systems increases cost and patient discomfort, making them impractical solutions. Deep learning-based super-resolution has emerged as a promising alternative; however, conventional CNN and GAN-based models frequently oversmooth details, introduce artifacts, or rely on synthetic downsampling, thereby limiting their clinical reliability. To address these challenges, we propose HybridNet, a novel CNN-based framework that integrates even–odd pixel decomposition with Dense Attention Blocks (DABs) to capture both global structural consistency and fine anatomical details. The novelty of HybridNet lies in its dual-focus strategy pixel decomposition to preserve structural integrity and reduce aliasing, and dense attention integration to highlight diagnostically significant regions, resulting in sharper and more reliable MRI reconstructions. The objectives of this study includes — design a clinically reliable MRI super-resolution framework that minimizes artifacts and oversmoothing, to ensure generalization across different scanners and acquisition settings, and to provide perceptually faithful reconstructions that aid radiological interpretation without increasing scan time or hardware cost. Proposed HybridNet model is trained on real paired MRI datasets from different scanners, The result demonstrates strong robustness and diagnostic relevance in both Quantitative and qualitative aspects. Quantitative evaluations reveal an improvement of 6–15 dB in PSNR and 2%–4% in SSIM compared to state-of-the-art methods such as SRCNN, FSRCNN, VDSR, and EDSR. Ablation studies further confirm the role of pixel decomposition, attention integration, and feature fusion in enhancing performance. Radiologists’ subjective assessments also validate superior perceptual quality, achieving a Mean Opinion Score of 87.3 and a Perceptual Evaluation score of 73.35. Overall, HybridNet offers a cost-effective and clinically practical solution for enhancing MRI image quality.",Seshagiri Rao Sugguna and Sumesh E.P,SUGGUNA2025102186,https://doi.org/10.1016/j.jestch.2025.102186,article,2215-0986,"Engineering Science and Technology, an International Journal","Brain tumor imaging, Medical image enhancement, Deep learning, Image super-resolution, Convolutional neural networks, Attention mechanism, MRI reconstruction",,,102186,HybridNet: Advancing MRI image quality using dense attention and deep learning,https://www.sciencedirect.com/science/article/pii/S2215098625002411,71,2025
"Forests play a crucial role in global carbon sequestration, and the varying carbon storage capacities of tree species underscore the need for accurate vegetation classification. This study introduces 3D-M2C-ResNet, a deep learning model for high-resolution, fine-scale tree species classification. The model leverages fused remote sensing inputs, combining Zhuhai-1 hyperspectral imagery with phenological parameters derived from Sentinel-2 time-series data. A Multi-Scale Cascaded Dilated Convolution (MCDC) module was developed to expand the receptive field through a three-branch architecture, enabling comprehensive spectral–spatial feature extraction. Additionally, a Multi-level Feature Enhancement Strategy (MFES) adaptively refines shallow and deep features, enhancing semantic–spatial integration across layers. The model was evaluated against support vector machine (SVM), VGG16, and ResNet50 on a test set of 22,380 pixels. 3D-M2C-ResNet achieved an overall accuracy of 98.08% and a Kappa coefficient of 97.88%, outperforming baseline methods. Ablation experiments confirmed the effectiveness of the MCDC and MFES modules. Notably, incorporating phenological information substantially improved classification performance, particularly for spectrally similar tree species. This approach provides a robust and scalable solution for detailed urban forest mapping, supporting ecological monitoring, carbon accounting, and sustainable forest management. Data and code are publicly available at: https://github.com/qinjs123/3D-M2C-ResNet.",Jushuang Qin and Zhibo Chen and Hao Lu and Xiaohui Cui and Zhenyao Wang and Chao Mou and Guangpeng Fan,QIN2025104874,https://doi.org/10.1016/j.jag.2025.104874,article,1569-8432,International Journal of Applied Earth Observation and Geoinformation,"Forest classification, Hyperspectral imagery, Phenological features, Deep learning, Multi-scale feature fusion",,,104874,3D-M2C-ResNet: A Multi-Scale feature enhancement and fusion model for Fine-Scale tree species classification in urban forests,https://www.sciencedirect.com/science/article/pii/S1569843225005217,144,2025
"Bird species classification is not only a challenging topic in artificial intelligence but also a domain closely related to environmental protection and ecological research. Additionally, performing edge computing on low-level devices using small neural networks can be an important research direction. In this paper, we use the EfficientNetV2B0 model for bird species classification, applying transfer learning on a dataset of 525 bird species. We also employ the BiRefNet model to remove backgrounds from images in the training set. The generated background-removed images are mixed with the original training set as a form of data augmentation. We aim for these background-removed images to help the model focus on key features, and by combining data augmentation with transfer learning, we trained a highly accurate and efficient bird species classification model. The training process is divided into a transfer learning stage and a fine-tuning stage. In the transfer learning stage, only the newly added custom layers are trained; while in the fine-tuning stage, all pre-trained layers except for the batch normalization layers are fine-tuned. According to the experimental results, the proposed model not only has an advantage in size compared to other models but also outperforms them in various metrics. The training results show that the proposed model achieved an accuracy of 99.54% and a precision of 99.62%, demonstrating that it achieves both lightweight design and high accuracy. To confirm the credibility of the results, we use heatmaps to interpret the model. The heatmaps show that our model can clearly highlight the image feature area. In addition, we also perform the 10-fold cross-validation on the model to verify its credibility. Finally, this paper proposes a model with low training cost and high accuracy, making it suitable for deployment on edge computing devices to provide lighter and more convenient services.",Yu-Xiang Zhao and Yi Lee,ZHAO2025791,https://doi.org/10.32604/cmc.2025.065048,article,1546-2218,"Computers, Materials and Continua","Bird species classification, edge computing, EfficientNet, BiRefNet, data augmentation",,1,791-810,Bird Species Classification Using Image Background Removal for Data Augmentation,https://www.sciencedirect.com/science/article/pii/S1546221825005703,84,2025
"Background and Objective The Oxford Classification for IgA nephropathy is the most successful example of an evidence-based nephropathology classification system. The aim of our study was to replicate the glomerular components of Oxford scoring with an end-to-end deep learning pipeline that involves automatic glomerular segmentation followed by classification for mesangial hypercellularity (M), endocapillary hypercellularity (E), segmental sclerosis (S) and active crescents (C). Methods A total number of 1056 periodic acid–Schiff (PAS) whole slide images (WSIs), coming from 386 kidney biopsies, were annotated. Several detection models for glomeruli, based on the Mask R-CNN architecture, were trained on 587 WSIs, validated on 161 WSIs, and tested on 127 WSIs. For the development of segmentation models, 20,529 glomeruli were annotated, of which 16,571 as training and 3958 as validation set. The test set of the segmentation module comprised of 2948 glomeruli. For the Oxford classification, 6206 expert-annotated glomeruli from 308 PAS WSIs were labelled for M, E, S, C and split into a training set of 4298 glomeruli from 207 WSIs, and a test set of 1908 glomeruli. We chose the best-performing models to construct an end-to-end pipeline, which we named MESCnn (MESC classification by neural network), for the glomerular Oxford classification of WSIs. Results Instance segmentation yielded excellent results with an AP50 ranging between 78.2–80.1 % (79.4 ± 0.7 %) on the validation and 75.1–77.7 % (76.5 ± 0.9 %) on the test set. The aggregated Jaccard Index was between 73.4–75.9 % (75.0 ± 0.8 %) on the validation and 69.1–73.4 % (72.2 ± 1.4 %) on the test set. At granular glomerular level, Oxford Classification was best replicated for M with EfficientNetV2-L with a mean ROC-AUC of 90.2 % and a mean precision/recall area under the curve (PR-AUC) of 81.8 %, best for E with MobileNetV2 (ROC-AUC 94.7 %) and ResNet50 (PR-AUC 75.8 %), best for S with EfficientNetV2-M (mean ROC-AUC 92.7 %, mean PR-AUC 87.7 %), best for C with EfficientNetV2-L (ROC-AUC 92.3 %) and EfficientNetV2-S (PR-AUC 54.7 %). At biopsy-level, correlation between expert and deep learning labels fulfilled the demands of the Oxford Classification. Conclusion We designed an end-to-end pipeline for glomerular Oxford Classification on both a granular glomerular and an entire biopsy level. Both the glomerular segmentation and the classification modules are freely available for further development to the renal medicine community.",Nicola Altini and Michele Rossini and Sándor Turkevi-Nagy and Francesco Pesce and Paola Pontrelli and Berardino Prencipe and Francesco Berloco and Surya Seshan and Jean-Baptiste Gibier and Aníbal {Pedraza Dorado} and Gloria Bueno and Licia Peruzzi and Mattia Rossi and Albino Eccher and Feifei Li and Adamantios Koumpis and Oya Beyan and Jonathan Barratt and Huy Quoc Vo and Chandra Mohan and Hien Van Nguyen and Pietro Antonio Cicalese and Angela Ernst and Loreto Gesualdo and Vitoantonio Bevilacqua and Jan Ulrich Becker,ALTINI2023107814,https://doi.org/10.1016/j.cmpb.2023.107814,article,0169-2607,Computer Methods and Programs in Biomedicine,"Deep learning, IgA nephropathy, Oxford Classification",,,107814,Performance and limitations of a supervised deep learning approach for the histopathological Oxford Classification of glomeruli with IgA nephropathy,https://www.sciencedirect.com/science/article/pii/S0169260723004807,242,2023
"Disaster management is typically conducted to prevent and respond to disasters. Technological innovations certainly contribute to both, but it remains unclear how. With the rapid technological advancements over the past decade, a comprehensive understanding of the latest technological advancements and their integrated applications in detecting and mitigating the destructive impacts of disasters has emerged as a critical concern for more effective disaster management. This systematic literature review focuses on three primary phases: pre-disaster, during the disaster, and post-disaster. It examines advanced monitoring technologies and sophisticated data analyses to facilitate immediate interventions. The comprehensive disaster management framework proposed in this study evaluates various regions based on their historical disaster occurrences and assigns a specific risk index to each region, thereby enabling the assessment of the preparedness of disaster response systems according to each region's potential. Furthermore, Big Data obtained through surveillance systems and the Internet of Things (IoT) communication sensors are processed using artificial intelligence (AI) and machine learning (ML) algorithms, enhancing computational awareness and sensitivity to changes in detection and notification patterns. By accurately delineating the input and output pathways, this framework aims to optimize supply chain management during emergencies, thereby contributing to achieving the United Nations (UN) Sustainable Development Goals (SDGs) by 2030. Through a systematic review of 135 journal articles, this study highlights the latest technological advancements for expedited disaster detection and response and proposes a structured framework to optimize disaster management and enhance societal resilience.",Mehrdad Kordi and Myriam Ertz,KORDI2026103057,https://doi.org/10.1016/j.techsoc.2025.103057,article,0160-791X,Technology in Society,"Disaster management, Resilience, Internet of things, Big data, Artificial intelligence, Sustainable development goals",,,103057,Deciphering technological advancements for efficient disaster management and community resilience,https://www.sciencedirect.com/science/article/pii/S0160791X25002477,84,2026
"The latest developments in Artificial Intelligence (AI) are the focal point in increasing the performance of other technologies and the evolution of Industry 4.0. Considering the benefits of AI in today’s world, businesses must move towards using Integrated AI tools and services. This paper introduces a business model based on AI-as-a-Service (AIaaS), which provides an integrated bundle of AI products and services. The strategic approach, roadmap, and heuristic pricing model provided in this paper can be considered as a benchmark for AIaaS companies.",Vahid Hajipour and Siavash Hekmat and Mohammad Amini,HAJIPOUR2023100302,https://doi.org/10.1016/j.dajour.2023.100302,article,2772-6622,Decision Analytics Journal,"Artificial Intelligence-as-a-service, Industry 4.0, Machine vision, Natural language processing, Data-driven systems, Heuristic pricing",,,100302,A value-oriented Artificial Intelligence-as-a-Service business plan using integrated tools and services,https://www.sciencedirect.com/science/article/pii/S277266222300142X,8,2023
"Unmanned Aerial Vehicles (UAVs) have emerged as a technology with applications in both military and civilian fields. In the same vein, Large Language Models (LLMs) have emerged in various domains recently and have demonstrated remarkable capabilities, particularly in natural language processing. Several authors have focused on the integration of LLMs into UAVs, in order to increase their capabilities, adaptation, interconnection, and interaction with humans. This paper is a concise survey of the work done in this direction over the period of 2021 - 2024. We selected and analyzed papers according to the Systematic Mapping Study leading to the identification of the subtopics covered, the tools used, the contributions of the authors, and the limitations. A multi-criteria taxonomy is also proposed, with discussions on trends for future research.",Diderot D. Cidjeu and Jean Louis Kedieng {Ebongue Fendji} and Vivent Corneille Kamla and Igor Tchappi,CIDJEU2025382,https://doi.org/10.1016/j.procs.2025.07.195,article,1877-0509,Procedia Computer Science,"Unmanned Aerial Vehicles, Generative AI, Large Language Models",20th International Conference on Future Networks and Communications/ 22nd International Conference on Mobile Systems and Pervasive Computing/15th International Conference on Sustainable Energy Information Technology (FNC/MobiSPC/SEIT 2025),,382-389,"UAV Leveraging GenAI/LLMs, a Brief Survey",https://www.sciencedirect.com/science/article/pii/S1877050925022458,265,2025
"Advancements in structural health monitoring (SHM) techniques have spiked in the past few decades due to the rapid evolution of novel sensing and data transfer technologies. This development has facilitated the simultaneous recording of a wide range of data, which could contain abundant damage-related features. Concurrently, the age of omnipresent data started with massive amounts of SHM data collected from large-size heterogeneous sensor networks. The abundance of information from diverse sources needs to be aggregated to enable robust decision-making strategies. Data fusion is the process of integrating various data from heterogeneous sources to produce more useful, accurate, and reliable information about system behavior. This paper reviews recent developments in data fusion techniques applied to SHM systems. The theoretical concepts, applications, benefits, and limitations of current methods and challenges in SHM are presented, and future trends in data fusion methods are discussed. Furthermore, a set of criteria is proposed to evaluate contents and information from original and review papers in this field, and a road map is provided discussing possible future work.",Sahar Hassani and Ulrike Dackermann and Mohsen Mousavi and Jianchun Li,HASSANI2024102136,https://doi.org/10.1016/j.inffus.2023.102136,article,1566-2535,Information Fusion,"Structural health monitoring, Raw data fusion, Feature fusion, Decision fusion, Deep learning, Machine learning",,,102136,A systematic review of data fusion techniques for optimized structural health monitoring,https://www.sciencedirect.com/science/article/pii/S1566253523004529,103,2024
"Kidney stone disease is a serious public health concern that is getting worse with changes in diet, obesity, medical conditions, certain supplements etc. A kidney stone also called a renal calculus, is a hard buildup of urine minerals that form in the kidneys. Computed tomography (CT) is one of the imaging models used to identify kidney stones by clinical experts. Due to the low resolution of these images, sometimes detecting kidney stones is tedious with the naked eye, which may lead to false alarms. In this work, a computer-based diagnosis system with a deep learning technique has been developed as a practical solution to aid clinicians in their diagnosis. The traditional convolutional neural network (CNN)-based deep learning technology can detect stones in the kidney. Still, it suffers from the performance and standard implementation of the convolution operations in convolution layers. A Kronecker product-based convolution technique is incorporated in the proposed deep learning architecture to reduce the redundancy in feature maps without convolution overlapping. Our proposed method helps to make the network more effective by extracting abstract and in-depth features from the input images. The publicly available GitHub kidney stone CT scans are utilized to develop the proposed architecture. Our automated model detected kidney stones with an accuracy of 98.56% utilizing CT images. Our system is more effective than the most recent and cutting-edge techniques developed for identifying kidney stones of any size, including the smallest ones.",Kiran Kumar Patro and Jaya Prakash Allam and Bala Chakravarthy Neelapu and Ryszard Tadeusiewicz and U Rajendra Acharya and Mohamed Hammad and Ozal Yildirim and Paweł Pławiak,PATRO2023119005,https://doi.org/10.1016/j.ins.2023.119005,article,0020-0255,Information Sciences,"Coronal CT scan, Image embossing, Kidney stone, Kronecker convolution, Pre-processing",,,119005,Application of Kronecker convolutions in deep learning technique for automated detection of kidney stones with coronal CT images,https://www.sciencedirect.com/science/article/pii/S002002552300590X,640,2023
"Brain tumors are among the most fatal and devastating diseases, often resulting in significantly reduced life expectancy. An accurate diagnosis of brain tumors is crucial to devise treatment plans that can extend the lives of affected individuals. Manually identifying and analyzing large volumes of MRI data is both challenging and time-consuming. Consequently, there is a pressing need for a reliable deep learning (DL) model to accurately diagnose brain tumors. In this study, we propose a novel DL approach based on transfer learning to effectively classify brain tumors. Our novel method incorporates extensive pre-processing, transfer learning architecture reconstruction, and fine-tuning. We employ several transfer learning algorithms, including Xception, ResNet50V2, InceptionResNetV2, and DenseNet201. Our experiments used the Figshare MRI brain tumor dataset, comprising 3,064 images, and achieved accuracy scores of 99.40%, 99.68%, 99.36%, and 98.72% for Xception, ResNet50V2, InceptionResNetV2, and DenseNet201, respectively. Our findings reveal that ResNet50V2 achieves the highest accuracy rate of 99.68% on the Figshare MRI brain tumor dataset, outperforming existing models. Therefore, our proposed model’s ability to accurately classify brain tumors in a short timeframe can aid neurologists and clinicians in making prompt and precise diagnostic decisions for brain tumor patients.",Md. Alamin Talukder and Md. Manowarul Islam and Md. Ashraf Uddin and Arnisha Akhter and Md. Alamgir Jalil Pramanik and Sunil Aryal and Muhammad Ali Abdulllah Almoyad and Khondokar Fida Hasan and Mohammad Ali Moni,TALUKDER2023120534,https://doi.org/10.1016/j.eswa.2023.120534,article,0957-4174,Expert Systems with Applications,"Neuroscience, Deep learning, Transfer learning, Brain MRI image, Brain tumor, Classification",,,120534,An efficient deep learning model to categorize brain tumor using reconstruction and fine-tuning,https://www.sciencedirect.com/science/article/pii/S0957417423010369,230,2023
"Cardiovascular arrhythmia, characterized by irregular heart rhythms, can lead to severe complications such as stroke and heart failure if not detected promptly. Traditional arrhythmia classification methods often struggle with class imbalance and fail to capture critical multiscale temporal and spatial features, leading to suboptimal diagnostic performance. To address these challenges, this study proposes a Hybrid Multiscale Feature Fusion (HMFF) strategy that combines ConvNeXt-X models with advanced data balancing techniques. Specifically, we explore two fusion approaches, Hybrid Feature Fusion (HFF) and HMFF, leveraging ConvNeXtTiny, ConvNeXtSmall, and ConvNeXtBase architectures. To mitigate class imbalance, we integrate SMOTE-Tomek Link (STL) and Random Oversampling (RO) strategies, ensuring robust representation of minority classes. Using the MIT-BIHA Dataset, our HMFF approach demonstrated substantial improvements over baseline models, which achieved an accuracy of 97.35% without feature fusion or data balancing. The HFF and HMFF models improved accuracies to 98.44% and 98.49%, respectively, even without balancing techniques. When combined with RO, accuracies increased to 99.11% and 99.25%, and further improved with STL to 99.15% and 99.30%. These results highlight the significant advancements provided by the HMFF strategy, offering an effective and scalable solution for enhancing arrhythmia detection and diagnosis in clinical settings.",Md. Alamin Talukder,TALUKDER2025104244,https://doi.org/10.1016/j.rineng.2025.104244,article,2590-1230,Results in Engineering,"Cardiovascular arrhythmia detection, Deep learning, Electrocardiogram, Hybrid multiscale feature fusion, ConvNeXt-X models, SMOTE-TomekLink, Classification",,,104244,A hybrid multiscale feature fusion model for enhanced cardiovascular arrhythmia detection,https://www.sciencedirect.com/science/article/pii/S2590123025003305,25,2025
"Artificial Intelligence (AI)-powered Computer vision techniques have revolutionized Medical Image Analysis (MIA), enabling accurate detection, diagnosis, and treatment of various disorders such as brain tumors. Brain tumors are a worldwide primary health concern that affects thousands of people. Precisely identifying and diagnosing brain tumors is vital for effective management and life expectancy. Current advances in AI, particularly in Deep Learning (DL) methods have shown immense possibilities to analyze medical images, including MRI. However, the quality of the MRI images significantly impact the overall accuracy of the classification framework. To tackle this issue, we investigated the effect of various Interpolation Techniques (IT) on enhancing Magnetic Resonance Imaging (MRI) image quality, including Nearest Neighbour IT, Bilinear IT, Bicubic IT, and Lanczos IT. Furthermore, we employed Transfer Learning to leverage pre-trained Convolutional Neural Networks (CNNs) architectures, specifically DenseNet201. We proposed a modified DenseNet201 model by adding additional layers and extracting features from the interpolated brain MRI images. We used two publicly available brain tumor datasets. Our experimental results illustrated that the combination of Lanczos IT and fine-tuned DenseNet201 attained the highest accuracy of 99.21% and 99.60% in Dataset-1 and Dataset-2, respectively, for brain tumor classification. Our analysis highlights the importance of image interpolation techniques in improving medical image quality and ultimately improving diagnostic accuracy. Our findings have significant implications for the development of AI-powered decision support systems in medical imaging, enabling healthcare professionals to make more accurate diagnoses and informed treatment decisions.",Soumyarashmi Panigrahi and Dibya Ranjan {Das Adhikary} and Binod Kumar Pattanayak,PANIGRAHI2025100124,https://doi.org/10.1016/j.jcmds.2025.100124,article,2772-4158,Journal of Computational Mathematics and Data Science,"Brain tumor, Convolutional Neural Networks, DenseNet201, Interpolation techniques, InceptionV3, ResNet50V2, Transfer learning",,,100124,Integrating interpolation techniques with deep learning for accurate brain tumor classification,https://www.sciencedirect.com/science/article/pii/S2772415825000161,16,2025
